EVENT_ID,EPISODE_ID,EVENT_STATE,EVENT_COUNTY,EVENT_TYPE,EVENT_YEAR,EVENT_FIPS,COUNTY_FIPS,COUNTY_NAME,COUNTY_STATE,DISTANCE_KM,CZ_TYPE,VOTING_YEAR,reg_voters,ballots_cast,cvap,reg_voters_pct,voter_turnout_pct,reg_voter_turnout_pct,pres_dem_votes,pres_rep_votes,sen_dem_votes,sen_rep_votes,pres_dem_ratio,pres_rep_ratio,sen_dem_ratio,sen_rep_ratio,partisan_index_dem,partisan_index_rep
136720,23400,COLORADO,UPPER YAMPA RIVER BASIN,Winter Storm,2008,08005,08049,Grand County County,CO,72.5685436290966,Z,2018,12189.0,7964.0,11575.0,0.98,0.6880345,0.653376,,,,,,,,,0.446066,0.553934
136720,23400,COLORADO,UPPER YAMPA RIVER BASIN,Winter Storm,2008,08005,08037,Eagle County County,CO,97.48310939441448,Z,2004,28384.0,18644.0,28712.0,0.98,0.6493452,0.6568489,9744.0,8533.0,10110.0,7636.0,0.5331291,0.4668709,0.5697058,0.4302942,,
136720,23400,COLORADO,UPPER YAMPA RIVER BASIN,Winter Storm,2008,08005,08037,Eagle County County,CO,97.48310939441448,Z,2006,28235.0,13283.0,29783.0,0.948024,0.4459927,0.4704445,,,,,,,,,0.518659,0.481341
136720,23400,COLORADO,UPPER YAMPA RIVER BASIN,Winter Storm,2008,08005,08037,Eagle County County,CO,97.48310939441448,Z,2008,29915.0,21786.0,31925.0,0.9370399,0.6824119,0.7282634,13187.0,8179.0,,,0.6171955,0.3828045,,,0.584306,0.415693
136720,23400,COLORADO,UPPER YAMPA RIVER BASIN,Winter Storm,2008,08005,08037,Eagle County County,CO,97.48310939441448,Z,2010,29965.0,14953.0,31925.0,0.9386061,0.468379,0.4990155,,,,,,,,,0.584306,0.415693
136720,23400,COLORADO,UPPER YAMPA RIVER BASIN,Winter Storm,2008,08005,08037,Eagle County County,CO,97.48310939441448,Z,2012,33506.0,22855.0,31925.0,0.98,0.7158966,0.6821166,12792.0,9411.0,,,0.5761384,0.4238617,,,0.596667,0.403333
136720,23400,COLORADO,UPPER YAMPA RIVER BASIN,Winter Storm,2008,08005,08037,Eagle County County,CO,97.48310939441448,Z,2014,33136.0,17774.0,34725.0,0.9542404,0.5118502,0.5363955,,,9438.0,7102.0,,,0.5706167,0.4293833,0.587984,0.412016
136720,23400,COLORADO,UPPER YAMPA RIVER BASIN,Winter Storm,2008,08005,08037,Eagle County County,CO,97.48310939441448,Z,2016,34928.0,26091.0,34725.0,0.98,0.7513607,0.7469938,14099.0,8990.0,13707.0,8772.0,0.6106371,0.3893629,0.6097691,0.3902309,0.585653,0.414347
136720,23400,COLORADO,UPPER YAMPA RIVER BASIN,Winter Storm,2008,08005,08037,Eagle County County,CO,97.48310939441448,Z,2018,36504.0,22913.0,34725.0,0.98,0.6598416,0.6276847,,,,,,,,,0.585653,0.414347
136720,23400,COLORADO,UPPER YAMPA RIVER BASIN,Winter Storm,2008,08005,08069,Larimer County County,CO,112.29087854252076,Z,2004,199271.0,147112.0,203293.0,0.98,0.7236452,0.7382509,68266.0,75884.0,73204.0,67597.0,0.4735761,0.5264239,0.5199111,0.4800889,,
136720,23400,COLORADO,UPPER YAMPA RIVER BASIN,Winter Storm,2008,08005,08069,Larimer County County,CO,112.29087854252076,Z,2006,201341.0,115929.0,211582.0,0.951598,0.5479152,0.5757844,,,,,,,,,0.460638,0.539362
136720,23400,COLORADO,UPPER YAMPA RIVER BASIN,Winter Storm,2008,08005,08069,Larimer County County,CO,112.29087854252076,Z,2008,211159.0,167506.0,228160.0,0.9254865,0.7341602,0.7932695,89822.0,73641.0,,,0.5494944,0.4505056,,,0.523119,0.476881
136720,23400,COLORADO,UPPER YAMPA RIVER BASIN,Winter Storm,2008,08005,08069,Larimer County County,CO,112.29087854252076,Z,2010,219107.0,127890.0,228160.0,0.9603217,0.5605277,0.5836874,,,,,,,,,0.523119,0.476881
136720,23400,COLORADO,UPPER YAMPA RIVER BASIN,Winter Storm,2008,08005,08069,Larimer County County,CO,112.29087854252076,Z,2012,241123.0,181752.0,228160.0,0.98,0.7965989,0.753773,92747.0,82376.0,,,0.5296106,0.4703894,,,0.539553,0.460447
